Element Name;Layer;Composition;Ratio;Component Name;Application;Lifetime;Thickness
PR_Dutch trusses_Softwood_LIB_New_10;C5;b;0.88;Blanket | Wood wool (190 mm) | For between Dutch trusses | Friction fitted;Pitched roof | Thermal insulation;60;0.19
PR_Dutch trusses_Softwood_LIB_New_10;C5;c;0.88;Not ventilated cavity | Air layer (7 mm) | 7 ≤ t < 10 mm;Pitched roof | Air cavity;60;0.007
PR_Dutch trusses_Softwood_LIB_New_10;C6;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00022
PR_Dutch trusses_Softwood_LIB_New_10;C7;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Dutch trusses_Softwood_LIB_New_10;C8;a;1;Planks | Softwood (13 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Cladding;30;0.013
PR_Dutch trusses_Softwood_LIB_New_11;C1;a;1;Shingles | EPDM (254x460x6 mm) | Nailed and glued;Roof finish | Cladding - inclined surfaces;15;0.0064
PR_Dutch trusses_Softwood_LIB_New_11;C2;a;1;Board | OSB (18 mm) | Nailed;Roof finish | Support structure;60;0.018
PR_Dutch trusses_Softwood_LIB_New_11;C3;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For ceramic tiles;Roof finish | Counter battens;60;0.02
PR_Dutch trusses_Softwood_LIB_New_11;C4;a;1;Proofing sheet | PE (1 mm) | Stapled | Not for ceramic tiles, concrete tiles and natural slates;Roof finish | Water barrier;30;0.001
PR_Dutch trusses_Softwood_LIB_New_11;C5;a;0.12;Beams | Softwood (172 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Dutch trusses;60;0.172
PR_Dutch trusses_Softwood_LIB_New_11;C5;b;0.88;Board | Hemp (170 mm) | For between Dutch trusses | Friction fitted;Pitched roof | Thermal insulation;60;0.17
PR_Dutch trusses_Softwood_LIB_New_11;C5;c;0.88;Not ventilated cavity | Air layer (2 mm) | 0 < t < 5 mm;Pitched roof | Air cavity;60;0.002
PR_Dutch trusses_Softwood_LIB_New_11;C6;a;1;Proofing sheet | PP (0.25 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00025
PR_Dutch trusses_Softwood_LIB_New_11;C7;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Dutch trusses_Softwood_LIB_New_11;C8;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.0125
PR_Dutch trusses_Softwood_LIB_New_11;C9;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_Dutch trusses_Softwood_LIB_New_12;C1;a;1;Shingles | Bitumen (100x336x3 mm) | Nailed and glued;Roof finish | Cladding - inclined surfaces;15;0.003
PR_Dutch trusses_Softwood_LIB_New_12;C2;a;1;Proofing sheet | Bitumen (0.5 mm) | Nailed | For bitumen shingles;Roof finish | Water barrier;15;0.0005
PR_Dutch trusses_Softwood_LIB_New_12;C3;a;1;Board | Plywood (22 mm) | Nailed;Roof finish | Support structure;30;0.022
PR_Dutch trusses_Softwood_LIB_New_12;C4;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | Not for ceramic tiles, concrete tiles and natural slates;Roof finish | Counter battens;30;0.02
PR_Dutch trusses_Softwood_LIB_New_12;C5;a;1;Board | Bituminised wood fibre (22 mm) | Nailed | Not for ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;30;0.022
PR_Dutch trusses_Softwood_LIB_New_12;C6;a;0.12;Beams | Softwood (172 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Dutch trusses;60;0.172
PR_Dutch trusses_Softwood_LIB_New_12;C6;b;0.88;Blanket | Sheep wool (170 mm) | For between Dutch trusses | Friction fitted;Pitched roof | Thermal insulation;60;0.17
PR_Dutch trusses_Softwood_LIB_New_12;C6;c;0.88;Not ventilated cavity | Air layer (2 mm) | 0 < t < 5 mm;Pitched roof | Air cavity;60;0.002
PR_Dutch trusses_Softwood_LIB_New_12;C7;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00022
PR_Dutch trusses_Softwood_LIB_New_12;C8;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Dutch trusses_Softwood_LIB_New_12;C9;a;1;Panels | PVC (5 mm) | Nailed;Ceiling finish | Cladding;30;0.005
PR_Panel_CLT_LIB_New_01;C1;a;1;Roof tiles | Concrete (380x230 mm) | Clipped;Roof finish | Cladding - inclined surfaces;60;0.012
PR_Panel_CLT_LIB_New_01;C2;a;1;Battens | Softwood (40x26 mm - c.t.c. 300 mm) | Nailed | Treated - uncontaminated | Belgian mix | For concrete tiles;Roof finish | Tile laths;60;0.026
PR_Panel_CLT_LIB_New_01;C3;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For concrete tiles and natural slates;Roof finish | Counter battens;60;0.02
PR_Panel_CLT_LIB_New_01;C4;a;1;Proofing sheet | PE (1 mm) | Stapled | For ceramic tiles, concrete tiles and natural slates;Roof finish | Water barrier;60;0.001
PR_Panel_CLT_LIB_New_01;C5;a;1;Board | PUR - aluminium facer (90 mm) | Screwed;Roof finish | Thermal insulation - inclined surfaces;60;0.09
PR_Panel_CLT_LIB_New_01;C6;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Roof finish | Vapour barrier;60;0.00022
PR_Panel_CLT_LIB_New_01;C7;a;1;Panel | CLT (80 mm);Flat roof | Slab;60;0.08
PR_Panel_CLT_LIB_New_01;C8;a;1;Beams | Hardwood (200 mm) | Untreated | Belgian mix;Pitched roof | Support structure;60;0.2
PR_Purlins_Softwood_LIB_New_01;C1;a;1;Slating | Slate (400x200x3 mm) | Hooked | Native;Roof finish | Cladding - inclined surfaces;60;0.003
PR_Purlins_Softwood_LIB_New_01;C2;a;1;Battens | Softwood (36x27 mm - c.t.c. 300 mm) | Nailed | Treated - uncontaminated | Belgian mix | For natural slates;Roof finish | Tile laths;60;0.027
PR_Purlins_Softwood_LIB_New_01;C3;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For concrete tiles and natural slates;Roof finish | Counter battens;60;0.02
PR_Purlins_Softwood_LIB_New_01;C4;a;1;Board | Bituminised wood fibre (22 mm) | Nailed | For ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;60;0.022
PR_Purlins_Softwood_LIB_New_01;C5;a;0.16;Beams | Softwood (63x175 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Rafters;60;0.175
PR_Purlins_Softwood_LIB_New_01;C5;b;0.84;Blanket | Stone wool (175 mm) | For between rafters | Friction fitted;Pitched roof | Thermal insulation;60;0.175
PR_Purlins_Softwood_LIB_New_01;C6;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00022
PR_Purlins_Softwood_LIB_New_01;C7;a;1;Beams | Softwood (75x225 mm - c.t.c. 1200 mm) | Nailed | Treated - uncontaminated | Belgian mix;Pitched roof | Purlins;60;0.225
PR_Purlins_Softwood_LIB_New_01;C8;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Purlins_Softwood_LIB_New_01;C9;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.0125
PR_Purlins_Softwood_LIB_New_01;C10;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_Purlins_Softwood_LIB_New_02;C1;a;1;Slating | Slate (400x200x3 mm) | Hooked | Imported;Roof finish | Cladding - inclined surfaces;60;0.003
PR_Purlins_Softwood_LIB_New_02;C2;a;1;Battens | Softwood (36x27 mm - c.t.c. 300 mm) | Nailed | Treated - uncontaminated | Belgian mix | For natural slates;Roof finish | Tile laths;60;0.027
PR_Purlins_Softwood_LIB_New_02;C3;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For concrete tiles and natural slates;Roof finish | Counter battens;60;0.02
PR_Purlins_Softwood_LIB_New_02;C4;a;1;Board | Bituminised wood fibre (22 mm) | Nailed | For ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;60;0.022
PR_Purlins_Softwood_LIB_New_02;C5;a;0.16;Beams | Softwood (63x175 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Rafters;60;0.175
PR_Purlins_Softwood_LIB_New_02;C5;b;0.84;Blanket | Glass wool (175 mm) | For between rafters | Friction fitted;Pitched roof | Thermal insulation;60;0.175
PR_Purlins_Softwood_LIB_New_02;C6;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00022
PR_Purlins_Softwood_LIB_New_02;C7;a;1;Beams | Softwood (75x225 mm - c.t.c. 1200 mm) | Nailed | Treated - uncontaminated | Belgian mix;Pitched roof | Purlins;60;0.225
PR_Purlins_Softwood_LIB_New_02;C8;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Purlins_Softwood_LIB_New_02;C9;a;1;Board | Gypsum fibre (10 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.01
PR_Purlins_Softwood_LIB_New_02;C10;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_Purlins_Softwood_LIB_New_03;C1;a;1;Shingles | Bitumen (100x336x3 mm) | Nailed and glued;Roof finish | Cladding - inclined surfaces;15;0.003
PR_Purlins_Softwood_LIB_New_03;C2;a;1;Proofing sheet | Bitumen (0.5 mm) | Nailed | For bitumen shingles;Roof finish | Water barrier;15;0.0005
PR_Purlins_Softwood_LIB_New_03;C3;a;1;Board | OSB (18 mm) | Nailed;Roof finish | Support structure;60;0.018
PR_Purlins_Softwood_LIB_New_03;C4;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | Not for ceramic tiles, concrete tiles and natural slates;Roof finish | Counter battens;30;0.02
PR_Purlins_Softwood_LIB_New_03;C5;a;1;Board | Wood fibre - latex (22 mm) | Nailed | Not for ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;30;0.022
PR_Purlins_Softwood_LIB_New_03;C6;a;0.16;Beams | Softwood (63x175 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Rafters;60;0.175
PR_Purlins_Softwood_LIB_New_03;C6;b;0.84;Board | Hemp (175 mm) | For between rafters | Friction fitted;Pitched roof | Thermal insulation;60;0.175
PR_Purlins_Softwood_LIB_New_03;C7;a;1;Proofing sheet | PP (0.25 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00025
PR_Purlins_Softwood_LIB_New_03;C8;a;1;Beams | Softwood (75x225 mm - c.t.c. 1200 mm) | Nailed | Treated - uncontaminated | Belgian mix;Pitched roof | Purlins;60;0.225
PR_Purlins_Softwood_LIB_New_03;C9;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Purlins_Softwood_LIB_New_03;C10;a;1;Planks | Softwood (13 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Cladding;30;0.013
PR_Purlins_Softwood_LIB_New_04;C1;a;1;Shingles | EPDM (254x460x6 mm) | Nailed and glued;Roof finish | Cladding - inclined surfaces;15;0.0064
PR_Purlins_Softwood_LIB_New_04;C2;a;1;Board | OSB (18 mm) | Nailed;Roof finish | Support structure;60;0.018
PR_Purlins_Softwood_LIB_New_04;C3;a;1;Battens | Softwood (36x22 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For sarking roof (insulation > 120 mm);Roof finish | Counter battens;60;0.022
PR_Purlins_Softwood_LIB_New_04;C4;a;1;Proofing sheet | Polyester (1 mm) | Stapled | For ceramic tiles, concrete tiles and natural slates;Roof finish | Water barrier;60;0.001
PR_Purlins_Softwood_LIB_New_04;C5;a;1;Board | PUR - bituminous glass fibre facer (90 mm) | Screwed;Roof finish | Thermal insulation - horizontal surfaces;60;0.09
PR_Purlins_Softwood_LIB_New_04;C6;a;0.16;Beams | Softwood (63x75 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Rafters;60;0.075
PR_Purlins_Softwood_LIB_New_04;C6;b;0.84;Blanket | Stone wool (75 mm) | For between rafters | Friction fitted;Pitched roof | Thermal insulation;60;0.075
PR_Purlins_Softwood_LIB_New_04;C7;a;1;Proofing sheet | Bitumen - glass fibre reinforced (3 mm) | Loose laid;Roof finish | Vapour barrier;60;0.003
PR_Purlins_Softwood_LIB_New_04;C8;a;1;Beams | Softwood (75x225 mm - c.t.c. 1200 mm) | Nailed | Treated - uncontaminated | Belgian mix;Pitched roof | Purlins;60;0.225
PR_Purlins_Softwood_LIB_New_04;C9;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Purlins_Softwood_LIB_New_04;C10;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.0125
PR_Purlins_Softwood_LIB_New_04;C11;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_Purlins_Softwood_LIB_New_05;C1;a;1;Corrugated sheet | Fibre cement (7 mm) | Nailed;Roof finish | Cladding - inclined surfaces;30;0.0065
PR_Purlins_Softwood_LIB_New_05;C2;a;1;Battens | Softwood (72x63 mm - c.t.c. 600 mm) | Nailed | Treated - uncontaminated | Belgian mix | For corrugated fibre cement board;Roof finish | Tile laths;30;0.063
PR_Purlins_Softwood_LIB_New_05;C3;a;1;Battens | Softwood (30x15 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For corrugated fibre cement board;Roof finish | Counter battens;30;0.015
PR_Purlins_Softwood_LIB_New_05;C4;a;1;Board | Bituminised wood fibre (22 mm) | Nailed | Not for ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;30;0.022
PR_Purlins_Softwood_LIB_New_05;C5;a;0.16;Beams | Softwood (63x175 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Rafters;60;0.175
PR_Purlins_Softwood_LIB_New_05;C5;b;0.84;Flakes | Cellulose (175 mm) | For between rafters | Blown on site;Pitched roof | Thermal insulation;60;0.175
PR_Purlins_Softwood_LIB_New_05;C6;a;1;Proofing sheet | PP (0.25 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00025
PR_Purlins_Softwood_LIB_New_05;C7;a;1;Beams | Softwood (75x225 mm - c.t.c. 1200 mm) | Nailed | Treated - uncontaminated | Belgian mix;Pitched roof | Purlins;60;0.225
PR_Purlins_Softwood_LIB_New_05;C8;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Purlins_Softwood_LIB_New_05;C9;a;1;Panels | PVC (5 mm) | Nailed;Ceiling finish | Cladding;30;0.005
PR_Purlins_Softwood_LIB_New_06;C1;a;1;Slating | Fibre cement (600x320 mm) | Clipped;Roof finish | Cladding - inclined surfaces;30;0.004
PR_Purlins_Softwood_LIB_New_06;C2;a;1;Battens | Softwood (36x27 mm - c.t.c. 275 mm) | Nailed | Treated - uncontaminated | Belgian mix | For fibre cement slates;Roof finish | Tile laths;30;0.027
PR_Purlins_Softwood_LIB_New_06;C3;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | Not for ceramic tiles, concrete tiles and natural slates;Roof finish | Counter battens;30;0.02
PR_Purlins_Softwood_LIB_New_06;C4;a;1;Board | Bituminised wood fibre (22 mm) | Nailed | Not for ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;30;0.022
PR_Purlins_Softwood_LIB_New_06;C5;a;0.16;Beams | Softwood (63x175 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Rafters;60;0.175
PR_Purlins_Softwood_LIB_New_06;C5;b;0.84;Blanket | Wood wool (175 mm) | For between rafters | Friction fitted;Pitched roof | Thermal insulation;60;0.175
PR_Purlins_Softwood_LIB_New_06;C6;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00022
PR_Purlins_Softwood_LIB_New_06;C7;a;1;Beams | Softwood (75x225 mm - c.t.c. 1200 mm) | Nailed | Treated - uncontaminated | Belgian mix;Pitched roof | Purlins;60;0.225
PR_Purlins_Softwood_LIB_New_06;C8;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Purlins_Softwood_LIB_New_06;C9;a;1;Board | OSB (18 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.018
PR_Purlins_Softwood_LIB_New_06;C10;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_Purlins_Softwood_LIB_New_07;C1;a;1;Roof tiles - slightly curved | Unglazed ceramic (304x221x38 mm) | Clipped | cover width 195 mm;Roof finish | Cladding - inclined surfaces;60;0.038
PR_Purlins_Softwood_LIB_New_07;C2;a;1;Battens | Softwood (32x26 mm - c.t.c. 248 mm) | Nailed | Treated - uncontaminated | Belgian mix | For ceramic tiles;Roof finish | Tile laths;60;0.026
PR_Purlins_Softwood_LIB_New_07;C3;a;1;Battens | Softwood (30x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For ceramic tiles;Roof finish | Counter battens;60;0.02
PR_Purlins_Softwood_LIB_New_07;C4;a;1;Board | Wood fibre - latex (22 mm) | Nailed | For ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;60;0.022
PR_Purlins_Softwood_LIB_New_07;C5;a;0.16;Beams | Softwood (63x175 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For between insulation;Pitched roof | Rafters;60;0.175
PR_Purlins_Softwood_LIB_New_07;C5;b;0.84;Blanket | Sheep wool (175 mm) | For between rafters | Friction fitted;Pitched roof | Thermal insulation;60;0.175
PR_Purlins_Softwood_LIB_New_07;C6;a;1;Proofing sheet | PP - LDPE (0.22 mm) | Stapled;Ceiling finish | Vapour barrier;60;0.00022
PR_Purlins_Softwood_LIB_New_07;C7;a;1;Beams | Softwood (75x225 mm - c.t.c. 1200 mm) | Nailed | Treated - uncontaminated | Belgian mix;Pitched roof | Purlins;60;0.225
PR_Purlins_Softwood_LIB_New_07;C8;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Purlins_Softwood_LIB_New_07;C9;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.0125
PR_Purlins_Softwood_LIB_New_07;C10;a;1;Film coating | Acrylic paint | On gypsum board;Ceiling finish | Treatment of cladding;10;0.000105
PR_Purlins_Softwood_LIB_New_08;C1;a;1;Roof plate | Zinc (0.8 mm) | Screwed and tacked;Roof finish | Cladding - inclined surfaces;60;0.0014
PR_Purlins_Softwood_LIB_New_08;C2;a;1;Proofing sheet | Polyamide (8 mm) | Nailed | For zinc roof plate;Roof finish | Water barrier;30;0.008
PR_Purlins_Softwood_LIB_New_08;C3;a;1;Board | XPS (180 mm) | Screwed;Roof finish | Thermal insulation - inclined surfaces;60;0.18
PR_Purlins_Softwood_LIB_New_08;C4;a;1;Proofing sheet | PP (0.25 mm) | Stapled;Roof finish | Vapour barrier;60;0.00025
PR_Purlins_Softwood_LIB_New_08;C5;a;1;Board | OSB (18 mm) | Nailed;Roof finish | Support structure;60;0.018
PR_Purlins_Softwood_LIB_New_08;C6;a;1;Beams | Softwood (63x75 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix;Pitched roof | Rafters;60;0.075
PR_Purlins_Softwood_LIB_New_08;C7;a;1;Beams | Softwood (75x225 mm - c.t.c. 1200 mm) | Nailed | Treated - uncontaminated | Belgian mix;Pitched roof | Purlins;60;0.225
PR_Purlins_Softwood_LIB_New_08;C8;a;1;Battens | Softwood (47x22 mm - c.t.c 450 mm) | Nailed | Untreated | Belgian mix;Ceiling finish | Support structure;30;0.022
PR_Purlins_Softwood_LIB_New_08;C9;a;1;Board | Fibre cement (12 mm) | Screwed;Ceiling finish | Cladding;30;0.012
PR_Purlins_Softwood_LIB_New_09;C1;a;1;Roof plate | Zinc (0.8 mm) | Screwed and tacked;Roof finish | Cladding - inclined surfaces;60;0.0014
PR_Purlins_Softwood_LIB_New_09;C2;a;1;Board | Softwood (24 mm) | Nailed | For zinc tiles, zinc roof plate and copper roof plate | Belgian mix;Roof finish | Support structure;30;0.024
PR_Purlins_Softwood_LIB_New_09;C3;a;1;Battens | Softwood (50x20 mm - c.t.c. 400 mm) | Nailed | Treated - uncontaminated | Belgian mix | For sarking roof (insulation < 120 mm);Roof finish | Counter battens;60;0.02
PR_Purlins_Softwood_LIB_New_09;C4;a;1;Board | PP - PE (2.5 mm) | Nailed | Not for ceramic tiles, concrete tiles and natural slates;Roof finish | Sub-roof;30;0.0025
